report_date,lead_id,name,zip,orders
1/6/2021,Q5R301O,Reyna Kebap Pizza,5020,92
1/6/2021,Q5RQOOO,Pizzeria Pisa,2100,270
1/6/2021,QN7531O,Türkis Restaurant,1010,22
1/6/2021,QNOPO5O,Goodman's,5020,76
1/6/2021,QNQ533O,La Trattoria Siciliana,9020,724
1/6/2021,NQN5157,Organic Pizza Salzburg,5020,76
1/6/2021,0Q37P55N,Mr.Mai,1070,0
1/6/2021,0Q5Q0N31,RIO Pizzeria,4600,324
1/6/2021,0R3300N1,Pyramidana,8054,227
1/6/2021,0RO0RR11,Turap,4600,303
1/6/2021,301QP,Pizzahaus Paola,1120,197
1/6/2021,30R7RN,Pizzeria Buon Giorno Italia,1070,0
1/6/2021,311103,Leopold Essen & Trinken,1020,0
1/6/2021,3730O01,Monte Verde,4040,249
1/6/2021,3NO015,Pizzeria Di Mare,2410,119
1/6/2021,3OP5RQ1,Del Gusto,1090,44
1/6/2021,53QOQPN,Adria,8713,22
1/6/2021,5PN0N03,Granola,8020,173
1/6/2021,O5Q3OPN1,Uncle Van Saigon,5020,0
1/6/2021,OPR7N701,Schnitzel Stubn,8010,22
1/6/2021,RPR31O1,Pizza del Popolo,1010,0
1/6/2021,N77RPO7,Safran Restaurant Cafe,8010,171
1/6/2021,NNNN75O,Mee Noodles,4020,145
1/6/2021,Q01O10O,Mini Pizzeria Pinocchio,1070,355
1/6/2021,N501R37,KFC,8020,829
1/6/2021,N53O175,Bella Italia,2700,1368
1/6/2021,N550PQ7,Pizzeria David,8430,44
1/6/2021,N5QQPRO,Varoli Laderdingerhof,5630,197
1/6/2021,N71ROOR,China Restaurant China Court,8940,210
1/6/2021,OR1RN101,Biene's Grill Imbiss,4020,0
1/6/2021,OR7PP031,eat and drink,5730,108
1/6/2021,O1O707R1,Tasties,6020,0
1/6/2021,0P051N31,Pizzeria La Bella,8076,0
1/6/2021,O333Q111,Mr. Ji,4020,103
1/6/2021,O3Q0N001,Baco's Kebab & More,1220,607
1/6/2021,O3R173N1,Gasthaus Möslinger,1020,224
1/6/2021,N1R117R,Safi Pizza Burger,8020,149
1/6/2021,N30QQ5O,Prosi Indian Restaurant,1070,22
1/6/2021,05OR7131,Pyramiden Pizzaria,2490,0
1/6/2021,07503N31,Marmota,6710,286
1/6/2021,07R0Q711,Dai Golosi - Gastronomia Italiana,1050,22
1/6/2021,0N0QR131,American Crazy Burger,1210,1802
1/6/2021,NO7O5O7,Neu Delhi Innsbruck,6020,229
1/6/2021,NO7POPO,OHH! Sushi & Wok,1010,0
1/6/2021,01117R11,Santa Maria Pizza & Pasta,2491,205
1/6/2021,O13PO501,Amica Pasta,1160,0
1/6/2021,QON0N1O,BioBurgerMeister,5020,138
1/6/2021,QON77OO,Choice Of Pizza,1120,205
1/6/2021,QOPNRPO,Ali Baba Kebabhouse,6020,44
1/6/2021,QP0N01O,L'Osteria,4020,539
1/6/2021,QP3NNQO,Wiener Schnitzelland,1220,44
1/6/2021,Q5P7373,Grillalm,6410,76
1/6/2021,QN7NO3O,"Trattoria & Pizzeria ""Da Rocco""",6020,368
1/6/2021,NQQO17R,The Underdog,1080,0
1/6/2021,0PR1P75N,El Monte,8940,264
1/6/2021,0Q05375N,Akakiko,4040,424
1/6/2021,0Q3P575N,yaoyao,5071,561
1/6/2021,310NQ1,China Restaurant Asia,2514,342
1/6/2021,31NORN,Pizzeria Dino,1140,158
1/6/2021,3R137O,Pizza La Gona Blu,1160,22
1/6/2021,33P771,Fuzo Pizza Schnitzel Pasta & Getränke,4040,1566
1/6/2021,37RN03,Saray Kebap & Pizza,1170,86
1/6/2021,3N57R1,Pizzeria Da Raffaello,1210,249
1/6/2021,3N5NQ1,Brucks Noodle und Pizza,2460,195
1/6/2021,555NR73,Pizzeria Siciliana Wels,4600,432
1/6/2021,55N5373,Pizzeria Florenza,3100,184
1/6/2021,5N0P3RN,Antiochia,2630,92
1/6/2021,5P05Q03,Istanbul Kebap Haus,2700,735
1/6/2021,5POQQ53,Shin Ju,1040,778
1/6/2021,N053OPO,Osteria Cavalli,5020,92
1/6/2021,N0551O7,Omoka Afrikanisches Restaurant,8020,118
1/6/2021,OPRPRQN1,Marcos Fresh Greek,1030,631
1/6/2021,OQ3735N1,Asia Chen Fleischmarkt 1010 WIen,1010,44
1/6/2021,OQ577701,India Gate,1010,44
1/6/2021,NNP7QPQ,Dama Rose,4020,44
1/6/2021,QRPOR33,Meckis Imbiss,9620,44
1/6/2021,Q173O3O,Seasons,1050,183
1/6/2021,03P07R11,Kebap Zentrum,1030,0
1/6/2021,03PO50N1,Kantine Mitterweg,6020,0
1/6/2021,OQQNP101,Goldene Kugel,5020,0
1/6/2021,N510P7R,Milano Pizzaservice,8753,105
1/6/2021,N55Q175,Asman Restaurant,1030,1434
1/6/2021,N5NOO5N,Asia Bistro Sakura,1100,263
1/6/2021,N75R1OQ,Chinesischer Garten,9020,342
1/6/2021,0NNPP75N,"Kiss, the Cook Lunch & Cake",1020,22
1/6/2021,0NPN375N,Barista's,8020,0
1/6/2021,0OP51P11,Goji Asian Kitchen,1010,0
1/6/2021,0P05O0N1,Pizzeria Ristorante Venezia,5500,250
1/6/2021,O15O7RN1,Golden Burgers,1090,229
1/6/2021,O1NP11N1,The Modern Mexican,9020,395
1/6/2021,O370N17,Subway,3100,66
1/6/2021,N37N0PO,Asia Restaurant Yang,1210,329
1/6/2021,N3O515O,Pizzeria Ristorante Zeppelin,6900,500
1/6/2021,N3Q3Q5O,Pizza-Service Miami,3300,697
1/6/2021,07R5R55N,Pizzeria Konrad Café Restaurant,8472,842
1/6/2021,NO1NNPO,Eroz Juice Bazar,1060,0
1/6/2021,NOQ73Q7,Die Wäscherei,1080,22
1/6/2021,NP53P05,Absam Burger,6067,447
1/6/2021,00O0QQ5N,UNI-ECK Geflügel- & Fischimbiss,1090,0
1/6/2021,01PO3Q11,La Deliziosa,1030,1118
1/6/2021,O0RNPN7,Kebap & Pizza S & D,2563,421
1/6/2021,O137PN7,McDonald's®,9020,750
1/6/2021,ORRQOO5N,Max & Benito,1020,197
1/6/2021,QPPQQ33,Pizza & Pasta Ancello,2103,22
1/6/2021,QQ1NN15,TGI FRIDAYS,1010,974
1/6/2021,QQNROOO,Cohen's Smartfood,1100,0
1/6/2021,Q50Q5N5,Nasip Kebap,1160,250
1/6/2021,Q5N13OO,Mira Mare,2320,368
1/6/2021,Q5QN7QO,Burger King,1030,357
1/6/2021,Q7Q507O,Gasthaus Konrad,2000,0
1/6/2021,QNNOO3O,Pizza Royal,4052,474
1/6/2021,50NPRQ3,Tandoori Delight,9020,697
1/6/2021,0RQ1175N,WaffleKing,1160,539
1/6/2021,31PRPN,Restaurant Morgenröte,1200,316
1/6/2021,55OPRNN,Restaurant bei Manuel,5400,92
1/6/2021,O7017QP,Knödel Manufaktur,1080,184
1/6/2021,N00Q0OO,Chutney,1100,0
1/6/2021,ONP5P35N,Casa Bianca,1200,408
1/6/2021,O5NO17R1,Snack Point,5400,382
1/6/2021,O5O7NNN1,Pizzeria Danieli,8075,579
1/6/2021,N77RR77,Chinarestaurant Shun Feng,8020,1184
1/6/2021,RQ3O1O1,Cavaliere,1010,0
1/6/2021,PQ5ON11,Gelateria Surace,4040,0
1/6/2021,NRORQ07,The heart of Joy,5020,249
1/6/2021,NRP71O7,Viet Soup Restaurant,1150,1368
1/6/2021,O030NQ01,Café Beirut,8020,108
1/6/2021,01RROP5N,The Best,2700,138
1/6/2021,03110R5N,Pandemic Kitchen,1210,470
1/6/2021,050RNR11,Steirisches Grillhendl,1110,710
1/6/2021,N553QR7,Phoenix Pizza,8052,92
1/6/2021,N57ONNQ,Zurndorfer Kebap & Pizzahouse,2424,270
1/6/2021,OQR1OON1,Bellissimo XXL,8130,227
1/6/2021,O1O5Q011,Meinl 2 You,1010,0
1/6/2021,O31733N1,Park City Grill Holzkohlengrill,1200,22
1/6/2021,O33P0O5N,Gimlet Cafe & Cocktail room,1110,0
1/6/2021,O3PQPN7,McDonald's®,8020,313
1/6/2021,O3QO7031,Cery's Kebap & Pizzahaus,7210,76
1/6/2021,N31O5PR,Stella Rossa,6900,289
1/6/2021,N330NO7,Cafe Abol,8010,66
1/6/2021,N3R0QQP,Pizza Service Sorriso,1190,237
1/6/2021,073QQ511,Kitchen Hub,6020,1070
1/6/2021,NONRRR7,Burger King,2345,151
1/6/2021,O0705011,Flamestone Pizzabar,1060,141
1/6/2021,O0O037N1,Urban Bistro,1070,44
1/6/2021,O111O001,Hashi Asian Kitchen,1020,206
1/6/2021,O135RO5N,Monte Christo,9020,681
1/6/2021,O13N05N1,Asia Restaurant Corner 101,1080,130
1/6/2021,005P10N1,Banh Mi Saigon,4020,0
1/6/2021,01135R11,Chinabar,1070,44
1/6/2021,QOPPON3,Restaurant Piazza,8280,173
1/6/2021,QQ31OR3,Iki's Grill Rostilj,1020,527
1/6/2021,QQ5NPPO,Kandil Kebab & Pizza,3150,408
1/6/2021,Q3N17QO,Nr.1 Pizza & Kebap,2700,432
1/6/2021,Q3RNR7O,Ermis Imbiss,6890,22
1/6/2021,Q7N1R33,Pizzeria-Restaurant AL Bashir KG,8970,44
1/6/2021,NQ1QRO7,Mir Imbiss,6850,335
1/6/2021,NR53O5N,Yeni Pizzeria,6460,476
1/6/2021,3QP7P,Maradona Pizzeria,1020,141
1/6/2021,50R5N03,Pizzeria Kebap Onkel Donald,8020,66
1/6/2021,35O3Q1,Pizza Express,9500,737
1/6/2021,35R0O,Pizza Mann,5020,103
1/6/2021,51751RN,Pizzeria Caramellini,3133,335
1/6/2021,51RRORN,Chinoiss Asia Restaurant,4020,229
1/6/2021,57PO3RN,Restaurant Zum Kochlöffel,8055,832
1/6/2021,5N3N7PN,Mahlzeit Pizza - Kebap - Snacks,6300,205
1/6/2021,ONQN0O01,Pizza Service King,2100,800
1/6/2021,OOQN03N1,Mido Pizza Burger Kebap,1120,0
1/6/2021,OP15NPN1,Lindt Boutique,1010,0
1/6/2021,OP3RP101,Apetyt,5020,130
1/6/2021,OPQOR101,Schweiger Deli,5020,0
1/6/2021,N0735RO,​Ristorante Milano,1210,66
1/6/2021,N171ROR,Casa Italia American Burger,4441,79
1/6/2021,N1NP0RO,Vera Rosa Pizzeria,9813,171
1/6/2021,OPR77RN1,Schnitzel Man,1120,0
1/6/2021,N7P3RPR,Chicken King,2201,263
1/6/2021,Q0703QO,Schnitzel Hof,1080,400
1/6/2021,Q1PR11O,Bieriger,1150,0
1/6/2021,NRP1NN5,Burger King,1010,80
1/6/2021,N57O105,GONDOLA,1050,79
1/6/2021,N717O15,Euro Pizza Kebap Burger,8010,789
1/6/2021,OQQ37RN1,La Cantinetta,5020,553
1/6/2021,O1OR1NN1,Dr. Schnitzel und Kebap,1170,454
1/6/2021,N1QR7Q7,Pizza Mann Nightline,4020,22
1/6/2021,O3NQ7RN1,Gelateria SENZA,4020,0
1/6/2021,O3PNN031,Rossau Imbiss,6020,66
1/6/2021,07131Q5N,Vevi Vegane Vietnamesische Küche,1070,250
1/6/2021,0N0OO311,Max & Benito Rotenturmstraße,1010,474
1/6/2021,NOQN1N5,Pizzeria Fabiano,2524,395
1/6/2021,O0OQ7Q5,Ham Ham Sushi,1050,263
1/6/2021,O10NQNNN,Weiko - Asia Kitchen,6020,1329
1/6/2021,003O5O11,Tasty Burger,1210,250
1/6/2021,011QN711,Holzkohle Grill Restaurant ZAVICAJ,1100,0
1/6/2021,01Q55P11,Snack & Weg,7100,132
1/6/2021,QOP1O3O,Frankys Restaurant,6020,1967
1/6/2021,ORRR71N1,McDonald's®,1110,342
1/6/2021,P7Q7RQ,Saigon Restaurant,1160,218
1/6/2021,NPPP71N,Zeljo Grill KG,1160,108
1/6/2021,NQ07P3O,Cafe Mitte,8010,238
1/6/2021,0QNO1N31,Casa della Pizza,4400,158
1/6/2021,0R1NNQ11,Gasthaus zum weißen Kreuz,8010,276
1/6/2021,0R5QP311,Pastificio,8010,0
1/6/2021,0RRN70N1,Hagi's Café Pizzaria,6068,605
1/6/2021,311NO01,Akakiko,1210,408
1/6/2021,3P01RN,Olympia Grill- & Kebaphaus,2380,316
1/6/2021,3P137O,Pizzeria Di Sara,3400,289
1/6/2021,3PQNRN,Restaurant Lucky Friend,1100,286
1/6/2021,3Q1303,Retsina,1160,329
1/6/2021,3RQ07R,Pizzeria David,4614,447
1/6/2021,51333R3,Pizzeria Dominous,1210,408
1/6/2021,51OP15N,China Restaurant Yu,1110,670
1/6/2021,53Q111N,Wiener Schnitzelland,1210,368
1/6/2021,5RPQNR3,Blossom,1030,303
1/6/2021,ONOPPO5N,7 Burger,5020,270
1/6/2021,ONP53ON1,Attika Greek Restaurant,2351,162
1/6/2021,O77577Q,Kitchen by Chill Out Lounge,1010,0
1/6/2021,OO5731N1,Pizzeria Ossi & Hannes Wirtshaus,1120,0
1/6/2021,OP03R7R1,Koshari Time,8010,216
1/6/2021,OP177O01,Das Pizz,1130,324
1/6/2021,OP5NQ7R1,Hellmon Pizzeria,4202,832
1/6/2021,OPOQO7N1,Dresdner Schnitzel & Burger Haus,1200,0
1/6/2021,N0P1NN5,Burger King,1100,263
1/6/2021,N0R3POR,Cipollino - Das Original,8010,390
1/6/2021,QRR13QO,Tasty Imbiss & Drinks,6850,1829
1/6/2021,RO0PRO1,China Restaurant Sonne,8700,1184
1/6/2021,RR01PQ,Schabanack,8665,316
1/6/2021,N7NNO07,Best Food Grill 7,8051,421
1/6/2021,NNON30Q,NORDSEE,4020,118
1/6/2021,NRO5PR7,Subway,6330,0
1/6/2021,030PNQ11,Kolonitz Beisl,1030,0
1/6/2021,031N00N1,Oishi Fusion Kitchen,1090,22
1/6/2021,0513QP5N,Piazza Vecchia,9500,0
1/6/2021,053NNO11,Feinkosterei Schwarz Hirsch,1010,22
